location,sublocation,station,date,depth_m,parameter,units,parmUnit,result
Conestogo Lake,LA,clc,2018-09-13,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-13,12.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-09-13,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-09-13,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-17,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-17,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-17,11.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-09-17,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-09-17,4,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-09-17,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-09-17,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-09-17,6,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-20,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-20,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-20,11.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-09-20,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-09-20,3.4,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-09-20,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-09-20,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-09-20,5.3,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-27,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-27,7,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2018-09-27,11.3,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cle,2018-09-27,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-09-27,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-09-27,2,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clw,2018-09-27,4.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,cleif,2018-10-04,0.5,Fe,mg/L,Fe_mg.L,NA
Conestogo Lake,LA,clc,2017-06-21,2,Al,mg/L,Al_mg.L,-0.036
Conestogo Lake,LA,clc,2017-06-21,7,Al,mg/L,Al_mg.L,-0.034
Conestogo Lake,LA,clc,2017-06-21,16,Al,mg/L,Al_mg.L,-0.028
Conestogo Lake,LA,clc,2017-07-05,2,Al,mg/L,Al_mg.L,-0.061
Conestogo Lake,LA,clc,2017-07-05,7,Al,mg/L,Al_mg.L,-0.061
Conestogo Lake,LA,clc,2017-07-05,16,Al,mg/L,Al_mg.L,-0.057
Conestogo Lake,LA,cle,2017-07-05,2,Al,mg/L,Al_mg.L,-0.042
Conestogo Lake,LA,cle,2017-07-05,8,Al,mg/L,Al_mg.L,-0.056
Conestogo Lake,LA,cle,2017-07-11,2,Al,mg/L,Al_mg.L,-0.045
Conestogo Lake,LA,cle,2017-07-11,8,Al,mg/L,Al_mg.L,-0.051
Conestogo Lake,LA,clw,2017-07-11,2,Al,mg/L,Al_mg.L,-0.031
Conestogo Lake,LA,clw,2017-07-11,7,Al,mg/L,Al_mg.L,-0.02
Conestogo Lake,LA,clw,2017-07-11,10,Al,mg/L,Al_mg.L,-0.009
Conestogo Lake,LA,clc,2017-07-14,2,Al,mg/L,Al_mg.L,-0.064
Conestogo Lake,LA,clc,2017-07-14,7,Al,mg/L,Al_mg.L,-0.053
Conestogo Lake,LA,clc,2017-07-14,16,Al,mg/L,Al_mg.L,-0.053
Conestogo Lake,LA,clc,2017-07-18,2,Al,mg/L,Al_mg.L,-0.057
Conestogo Lake,LA,clc,2017-07-18,7,Al,mg/L,Al_mg.L,-0.039
Conestogo Lake,LA,clc,2017-07-18,16,Al,mg/L,Al_mg.L,-0.039
Conestogo Lake,LA,cle,2017-07-19,2,Al,mg/L,Al_mg.L,-0.04
Conestogo Lake,LA,cle,2017-07-19,8,Al,mg/L,Al_mg.L,-0.021
Conestogo Lake,LA,clw,2017-07-19,2,Al,mg/L,Al_mg.L,-0.024
Conestogo Lake,LA,clw,2017-07-19,7,Al,mg/L,Al_mg.L,0.001
Conestogo Lake,LA,clw,2017-07-19,10,Al,mg/L,Al_mg.L,0
Conestogo Lake,LA,clc,2017-07-25,2,Al,mg/L,Al_mg.L,-0.055
Conestogo Lake,LA,clc,2017-07-25,7,Al,mg/L,Al_mg.L,-0.053
Conestogo Lake,LA,clc,2017-07-25,16,Al,mg/L,Al_mg.L,-0.035
Conestogo Lake,LA,cle,2017-07-25,2,Al,mg/L,Al_mg.L,-0.034
Conestogo Lake,LA,cle,2017-07-25,8,Al,mg/L,Al_mg.L,0.026
Conestogo Lake,LA,clw,2017-07-25,2,Al,mg/L,Al_mg.L,-0.029
Conestogo Lake,LA,clw,2017-07-25,7,Al,mg/L,Al_mg.L,-0.023
Conestogo Lake,LA,clw,2017-07-25,10,Al,mg/L,Al_mg.L,-0.002
Conestogo Lake,LA,cle,2017-07-31,2,Al,mg/L,Al_mg.L,-0.03
Conestogo Lake,LA,cle,2017-07-31,7,Al,mg/L,Al_mg.L,-0.02
Conestogo Lake,LA,clw,2017-07-31,2,Al,mg/L,Al_mg.L,-0.026
Conestogo Lake,LA,clw,2017-07-31,7,Al,mg/L,Al_mg.L,-0.018
Conestogo Lake,LA,clw,2017-07-31,9,Al,mg/L,Al_mg.L,-0.025
Conestogo Lake,LA,clc,2017-08-01,2,Al,mg/L,Al_mg.L,-0.055
Conestogo Lake,LA,clc,2017-08-01,7,Al,mg/L,Al_mg.L,-0.049
Conestogo Lake,LA,clc,2017-08-01,15,Al,mg/L,Al_mg.L,-0.043
Conestogo Lake,LA,clc,2017-08-10,2,Al,mg/L,Al_mg.L,-0.053
Conestogo Lake,LA,clc,2017-08-10,7,Al,mg/L,Al_mg.L,-0.035
Conestogo Lake,LA,clc,2017-08-10,15,Al,mg/L,Al_mg.L,-0.027
Conestogo Lake,LA,cle,2017-08-10,2,Al,mg/L,Al_mg.L,-0.026
Conestogo Lake,LA,cle,2017-08-10,6.5,Al,mg/L,Al_mg.L,-0.018
Conestogo Lake,LA,clw,2017-08-10,2,Al,mg/L,Al_mg.L,-0.021
Conestogo Lake,LA,clw,2017-08-10,7,Al,mg/L,Al_mg.L,-0.02
Conestogo Lake,LA,clw,2017-08-10,9,Al,mg/L,Al_mg.L,-0.012
Conestogo Lake,LA,clc,2017-08-17,2,Al,mg/L,Al_mg.L,-0.038
Conestogo Lake,LA,clc,2017-08-17,7,Al,mg/L,Al_mg.L,-0.04
Conestogo Lake,LA,clc,2017-08-17,15,Al,mg/L,Al_mg.L,-0.033
Conestogo Lake,LA,cle,2017-08-17,2,Al,mg/L,Al_mg.L,-0.034
Conestogo Lake,LA,cle,2017-08-17,6.5,Al,mg/L,Al_mg.L,-0.033
Conestogo Lake,LA,clw,2017-08-17,2,Al,mg/L,Al_mg.L,-0.038
Conestogo Lake,LA,clw,2017-08-17,7,Al,mg/L,Al_mg.L,-0.037
Conestogo Lake,LA,clw,2017-08-17,8.5,Al,mg/L,Al_mg.L,-0.0225
Conestogo Lake,LA,clc,2018-05-11,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-05-11,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-05-11,18,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-05-11,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-05-17,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-05-17,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-05-17,10,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-05-17,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-05-17,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-05-17,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-05-17,11.8,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-05-23,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-05-23,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-05-23,18,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-05-23,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-05-23,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-05-23,10,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-05-23,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-05-23,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-05-23,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-05-23,12,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-05-28,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-05-28,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-05-28,18,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-05-28,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-05-28,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-05-28,10,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-05-28,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-05-28,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-05-28,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-05-28,11.8,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-04,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-04,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-04,17.8,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-04,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-04,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-04,9,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-04,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-04,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-04,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-04,11,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-11,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-11,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-11,17.8,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-11,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-11,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-11,9.2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-11,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-11,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-11,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-11,11.3,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-19,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-19,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-19,17,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-19,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-19,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-19,9.1,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-19,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-19,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-19,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-19,10.8,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-21,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-21,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-21,17.3,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-21,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-21,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-21,8.9,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-21,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-21,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-21,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-21,10.7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-25,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-25,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-25,17.1,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-25,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-25,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-25,8.8,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-25,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-25,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-25,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-25,10.7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-28,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-28,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-06-28,16.8,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-28,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-28,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-06-28,8.6,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-06-28,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-28,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-28,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-06-28,10.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-03,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-03,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-03,16.8,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-03,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-03,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-03,8.4,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-03,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-03,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-03,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-03,10.6,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-05,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-05,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-05,16.4,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-05,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-05,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-05,8.2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-05,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-05,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-05,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-05,9.9,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-09,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-09,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-09,16.3,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-09,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-09,7.9,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-09,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-09,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-09,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-09,9.8,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-12,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-12,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-12,15.9,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-12,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-12,7.7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-12,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-12,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-12,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-12,9.6,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-16,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-16,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-16,15.3,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-16,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-16,7.4,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-16,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-16,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-16,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-16,9.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-19,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-19,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-19,15.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-19,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-19,7.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-19,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-19,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-19,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-19,9.1,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-23,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-23,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-23,15,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-23,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-23,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-23,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-23,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-23,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-23,8.9,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-26,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-26,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-26,15,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-26,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-26,6.7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-26,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-26,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-26,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-26,8.6,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-30,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-30,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-07-30,14.7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-30,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-07-30,6.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-07-30,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-30,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-30,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-07-30,8.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-02,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-02,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-02,14.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-02,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-02,6.2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-02,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-02,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-02,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-02,8.2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-09,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-09,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-09,14,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-09,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-09,5.8,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-09,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-09,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-09,7.9,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-13,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-13,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-13,13.8,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-13,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-13,5.6,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-13,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-13,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-13,7.7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-16,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-16,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-16,13.3,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-16,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-16,5.1,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-16,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-16,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-16,7.2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-20,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-20,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-20,13,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-20,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-20,5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-20,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-20,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-20,6.8,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-23,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-23,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-23,13.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-23,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-23,5.4,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-23,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-23,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-23,7.2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-27,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-27,7,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clc,2018-08-27,13.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-27,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cle,2018-08-27,5.3,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,cleif,2018-08-27,0.5,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-27,2,Al,mg/L,Al_mg.L,NA
Conestogo Lake,LA,clw,2018-08-27,7.2,Al,mg/L,Al_mg.L,NA
